temperature,pression,pH,vitesse_fluide,pco2,teneur_eau,concentration_cl,age_pipeline,epaisseur_paroi,inhibiteur,taux_corrosion,rul,risque
57.454011884736246,65.1089728388419,5.9945632738667936,5.246867315426008,7.326983278800706,9.237083927589662,31907.228418608694,18.281778929611608,11.679328782883914,1,0.08429242670197629,50.0,Faible
115.07143064099162,76.280992312503,5.831648384925613,7.594094338869645,1.9266687564272447,6.075372958802006,22964.622676709656,1.167104032892925,7.8015377280791025,1,0.157985499345699,30.392268581387498,Moyen
93.1993941811405,129.63663504830524,5.204615650011441,5.845334416235165,3.5317329742618733,60.41919507436641,48224.92624319704,18.367810226302037,8.400825274472103,0,0.542611118080463,9.953399579385733,Élevé
79.86584841970367,57.6006140483849,6.929066680405952,1.2913745395620657,6.666478304892401,96.61163224927549,10948.92254921191,2.6900582029234874,9.432751435437513,1,0.1968271187201825,32.68224153899533,Moyen
35.601864044243655,131.750955873704,6.406496642034515,2.2630122494437765,4.872684510792351,50.2721308954724,29392.820799947032,21.31032715556242,9.86941335293402,1,0.01,50.0,Faible
35.59945203362027,22.33882033673681,7.962803969296015,2.5836177482937317,7.411853282485449,5.151522593930514,35010.50074951113,11.702329397427917,10.602974375000336,0,0.10921246386393654,50.0,Moyen
25.808361216819947,118.7517812092083,4.628438321928233,2.9497104096260265,9.615958222106311,22.121865607745615,41278.22446726908,25.13089474705556,10.853740550306394,1,0.01,50.0,Faible
106.61761457749351,128.6566686276631,7.075471710220505,5.871332223529791,1.2538122083804553,24.479290641577066,20348.551521400354,28.275877357953917,14.658610564263183,1,0.15548330195969307,50.0,Moyen
80.11150117432088,35.45447139722742,7.551795514046244,5.287674908341238,7.124720392340803,33.785712913695,34346.095382874075,12.51331024396827,15.681890625694784,1,0.158553773747872,50.0,Moyen
90.80725777960456,70.24851453210806,7.537946276753228,2.4300203644599847,2.380407140757934,4.360338358621263,15160.073569214139,13.816658864212386,11.868704954400762,0,0.3067660823112443,28.91031787993625,Moyen
22.058449429580243,33.16996845291179,8.0442958683821,1.1417710128290273,4.203319601334935,90.48927004979163,21773.804618091013,17.704427430385508,23.238631978493835,1,0.03953881792836474,50.0,Faible
116.99098521619943,108.92457805919048,7.416134971317977,2.1286059425098216,0.42534098537188425,51.55639447214953,44781.35656016996,5.913981655741516,16.509654743440137,0,0.18709699671422156,50.0,Moyen
103.24426408004217,84.94868752863195,8.211240246590785,9.851622469876732,1.4454830846977196,67.0930792954109,47495.380466547715,27.81998522485084,20.96206163263473,0,0.47201886805277943,38.05369413882472,Moyen
41.23391106782762,98.94526853916494,5.830626399283566,4.951196023018986,3.265795161584107,6.717283689500897,35940.86734636324,12.98999779504118,23.560518815996023,0,0.1077146926122596,50.0,Moyen
38.18249672071006,37.50817537386956,6.512837667006172,8.739782294670068,3.4856594723510512,5.41154678036494,18717.59453880925,5.004610077480219,9.0995671769403,1,0.07295685331243322,50.0,Faible
38.34045098534338,39.64442068733874,4.556318653131562,8.563148433354012,9.005893642974748,58.64677720405472,41002.8894987332,22.881955002566517,14.129615190597056,1,0.040554396859754024,50.0,Faible
50.42422429595377,15.809625571386892,4.527830349213165,5.3594357958973005,7.443947801738499,88.7296010504208,1293.354086271009,6.574541173319556,14.230997632577568,0,0.18299875196536114,50.0,Moyen
72.4756431632238,55.08945492740216,5.46050648180608,7.213533230375163,9.724611385051707,52.8482000959547,5137.295526971053,4.305878252155649,12.73497275832873,0,0.5525540475748133,17.618136725368316,Élevé
63.194501864211574,88.3642525867145,4.903228788556341,2.331144098920767,6.030807952318881,87.78191725700715,33068.68681876806,16.886162264820214,6.169211464481159,0,0.27253563175547624,11.628613271840473,Moyen
49.12291401980419,130.11088795962604,5.5408454717430144,7.039768696805629,2.492965947704048,81.09912730552394,14562.428763502872,20.144857658747725,21.503470047783807,1,0.01,50.0,Faible
81.18528947223794,103.3698426442153,5.20817317811359,3.0876535030012504,3.3437847962242646,7.585378579492074,47569.31092002389,17.08688221994749,8.119627109524153,1,0.10351398623354059,49.45831279237599,Moyen
33.94938606520418,70.9554852759652,4.614080099354593,8.404589919164433,3.2663756405904745,20.19574743856899,21803.030604615236,19.695319468420898,24.91413136051342,1,0.046309796862462865,50.0,Faible
49.21446485352182,143.4368160151793,8.137216585624198,1.2953792645346442,3.332293843866191,65.77106691553425,21468.241019458852,3.4657203692323337,20.68621134631245,0,0.08362926979540675,50.0,Faible
56.63618432936917,110.69432808061646,4.532892525555566,7.844817392410136,6.762345313806975,44.350138255004154,33903.975509546566,14.28054113652322,17.020190334523775,0,0.2605434021493878,50.0,Moyen
65.6069984217036,140.223128400757,7.444328577348342,1.4494006124018854,5.35499848809512,29.069981364692055,38378.428115309485,10.710559322656238,8.937521937090352,0,0.2184717320736275,27.17752947136126,Moyen
98.51759613930136,83.86231625810319,5.108591547678066,8.871297750495936,3.915699363057779,41.86338560479791,23777.936906256826,29.201058487203653,15.792466456471693,1,0.08344191428399006,50.0,Faible
39.96737821583598,46.24659847103955,8.148918487998401,3.3899429222825352,1.5759887104142944,44.51996462706344,10700.045085586207,1.4887180253840226,10.96106607629837,1,0.01,50.0,Faible
71.42344384136116,17.395736091061078,8.071183758359544,6.71673696589046,0.3191777131272445,91.05522508215965,38665.43213628108,8.948826091797692,10.794127966318321,1,0.07222627712744466,50.0,Faible
79.24145688620425,111.65187920773907,7.11560458547703,5.1312716468926585,2.2664633081181567,10.345828370495303,16017.56374368138,28.25586582275166,21.761055738267224,0,0.21887498283830123,50.0,Moyen
24.645041271999773,26.98241972077478,7.188936599202421,3.9798798799922204,1.1639668992899446,27.9730746807615,8755.53846469288,29.504885495529887,13.232244055229259,1,0.01694774933143259,50.0,Faible
80.75448519014384,52.388517958075404,4.521356567878755,6.631697415243217,7.87590580543717,53.75648165827139,31582.009496250663,24.747048231814006,14.563752264425277,1,0.17810561071689318,50.0,Moyen
37.05241236872915,84.54592710374564,8.439486264454409,9.50146831523676,1.2137297823574655,69.82869266305917,4522.68334951752,2.2799473204922793,22.01633001782225,0,0.01,50.0,Faible
26.50515929852795,89.01832228916467,8.011330414303258,0.8920626000589076,7.269859549337678,63.06372889592436,48567.63375430275,16.84065085030621,7.668021888658009,1,0.01,50.0,Faible
114.88855372533332,94.08164757819904,8.080424902920369,9.22910213088949,3.9180210287832185,94.16427377373945,31619.863220606847,12.003689780114014,17.297739208729944,1,0.3235749318410419,44.186795087555765,Moyen
116.56320330745594,33.275746248958086,7.136978148203488,6.286275722699629,0.8264460584633821,79.56089248194732,49294.77604608779,24.19357703086205,16.986097946087718,1,0.13660157631789555,50.0,Moyen
100.83973481164611,63.163236675030824,5.879147714618146,8.169485857305997,8.146027489372699,55.70768419744303,16944.6711739318,1.6507270671399987,14.079076816066829,1,0.4419365258392815,25.069384783316014,Moyen
50.46137691733707,96.40719179637534,8.074594596361923,4.146812057625636,5.838342645342472,21.46826916735075,48560.258059519896,5.913862549341063,21.765718187057765,0,0.14013692779716802,50.0,Moyen
29.767211400638388,145.77464104872988,5.66606771260477,4.982508260957331,2.4340389773493736,45.08742314022398,7278.112386431179,14.675851986678882,23.91491116537816,0,0.12379775191128436,50.0,Moyen
88.42330265121569,111.86835927795642,6.750846173368812,8.754082142111058,8.957343625893412,69.33822441944774,2034.7386173514226,4.729429888434808,14.841381376358605,0,0.779379766841783,15.193339473441128,Élevé
64.01524937396013,139.1645259931541,4.89892388937553,4.441055713193319,0.5480573073184595,83.79621748360849,1649.203022730128,20.781454280828946,14.666793968969595,0,0.07761656050483931,50.0,Faible
32.20382348447788,116.70968816398478,8.187822520531,5.579265884116308,2.0980141211578527,95.97362244223874,23243.518529961355,24.62301663419395,15.53921086374415,1,0.026250581599990858,50.0,Faible
69.51769101112703,92.84037564493606,5.063081831084853,0.6918517693011625,7.545264585278024,60.54527661379176,4150.209873929739,21.135596808829302,19.73935658582817,0,0.27230626875687897,50.0,Moyen
23.43885211152184,36.88327167908824,5.399587222921629,2.0066810554614016,7.122841510067903,52.691936730443246,25608.394208380087,13.208511409199469,18.693145523280286,0,0.05762849846290945,50.0,Faible
110.9320402078782,103.33599126495183,6.7325366325128595,6.596021825760598,2.9637897678723326,1.7691923121148312,16375.025175445024,26.351629987579386,10.233864034930853,0,0.6831948256787447,10.588288674089574,Élevé
45.877998160001695,97.27313923438699,7.556372000851926,7.311280560106833,0.7140462659925528,7.209906915017994,16781.44962370578,4.130583951598251,7.214011623387523,0,0.08301258359437426,50.0,Faible
86.2522284353982,94.3456838640173,6.977405223745196,6.0347088994527445,8.594972915026943,15.610499763740027,31780.44982725849,7.810157516970266,24.035828466518996,1,0.17692653121823682,50.0,Moyen
51.1711076089411,78.57002151835371,5.428535651200624,1.8614453446183015,3.2056066168920356,5.4759931189628075,8154.900307581009,14.686190557569098,10.960325434940382,0,0.11177621178101747,50.0,Moyen
72.00680211778108,84.01192455849859,4.503772170109961,4.731351571489431,2.0375628077898256,40.08632388049265,38327.66851698655,1.8401579663775591,18.13333700912124,1,0.09561170897907892,50.0,Faible
74.67102793432797,56.82195379653457,7.528602321229757,3.873400280450303,5.209012041373673,33.68785451388722,29101.54598893174,2.8705734469964184,21.740322052130725,1,0.17426770451789234,50.0,Moyen
